"Country_Year","Year","BronzeCount","SilverCount","GoldCount","TotalMedalCount","Density Value","GDP Value","Pop Value","DensityPerBronze","DensityPerSilver","DensityPerGold","DensityPerTotal","GDPPerBronze","GDPPerSilver","GDPPerGold","GDPPerTotal","PopulationPerBronze","PopulationPerSilver","PopulationPerGold","PopulationPerTotal"
"France 1992","1992","44","11","14","69","107.4755244","1400000000000","58849943","2.4426255545454545","9.7705022181818182","7.6768231714285714","1.5576162956521739","31818181818.18181818","127272727272.72727273","100000000000.00000000","20289855072.46376812","1337498.704545454545","5349994.818181818182","4203567.357142857143","852897.724637681159"
"France 1994","1994","10","1","0","11","108.3478247","1390000000000","59327585","10.8347824700000000","108.3478247000000000",NULL,"9.8498022454545455","139000000000.00000000","1390000000000.00000000",NULL,"126363636363.63636364","5932758.500000000000","59327585.000000000000",NULL,"5393416.818181818182"
"France 1996","1996","20","10","21","51","109.131197","1610000000000","59756533","5.4565598500000000","10.9131197000000000","5.1967236666666667","2.1398273921568627","80500000000.00000000","161000000000.00000000","76666666666.66666667","31568627450.98039216","2987826.650000000000","5975653.300000000000","2845549.190476190476","1171696.725490196078"
"France 1998","1998","12","1","2","15","109.9279174","1500000000000","60192790","9.1606597833333333","109.9279174000000000","54.9639587000000000","7.3285278266666667","125000000000.00000000","1500000000000.00000000","750000000000.00000000","100000000000.00000000","5016065.833333333333","60192790.000000000000","30096395.000000000000","4012852.666666666667"
"France 2000","2000","14","30","22","66","111.2583191","1370000000000","60921384","7.9470227928571429","3.7086106366666667","5.0571963227272727","1.6857321075757576","97857142857.14285714","45666666666.66666667","62272727272.72727273","20757575757.57575758","4351527.428571428571","2030712.800000000000","2769153.818181818182","923051.272727272727"
"France 2002","2002","5","5","5","15","112.8925483","1500000000000","61816234","22.5785096600000000","22.5785096600000000","22.5785096600000000","7.5261698866666667","300000000000.00000000","300000000000.00000000","300000000000.00000000","100000000000.00000000","12363246.800000000000","12363246.800000000000","12363246.800000000000","4121082.266666666667"
"France 2004","2004","22","10","21","53","114.5363143","2120000000000","62716306","5.2061961045454545","11.4536314300000000","5.4541102047619048","2.1610625339622642","96363636363.63636364","212000000000.00000000","100952380952.38095238","40000000000.00000000","2850741.181818181818","6271630.600000000000","2986490.761904761905","1183326.528301886792"
"France 2006","2006","10","2","3","15","116.2039039","2320000000000","63628261","11.6203903900000000","58.1019519500000000","38.7346346333333333","7.7469269266666667","232000000000.00000000","1160000000000.00000000","773333333333.33333333","154666666666.66666667","6362826.100000000000","31814130.500000000000","21209420.333333333333","4241884.066666666667"
"France 2008","2008","28","24","25","77","117.576245","2930000000000","64379696","4.1991516071428571","4.8990102083333333","4.7030498000000000","1.5269642207792208","104642857142.85714286","122083333333.33333333","117200000000.00000000","38051948051.94805195","2299274.857142857143","2682487.333333333333","2575187.840000000000","836099.948051948052"
"France 2010","2010","6","6","2","14","118.7649414","2650000000000","65030575","19.7941569000000000","19.7941569000000000","59.3824707000000000","8.4832101000000000","441666666666.66666667","441666666666.66666667","1325000000000.00000000","189285714285.71428571","10838429.166666666667","10838429.166666666667","32515287.500000000000","4645041.071428571429"
"France 2012","2012","22","30","30","82","119.9185473","2680000000000","65662240","5.4508430590909091","3.9972849100000000","3.9972849100000000","1.4624213085365854","121818181818.18181818","89333333333.33333333","89333333333.33333333","32682926829.26829268","2984647.272727272727","2188741.333333333333","2188741.333333333333","800759.024390243902"
"France 2014","2014","10","4","4","18","121.1053224","2860000000000","66312067","12.1105322400000000","30.2763306000000000","30.2763306000000000","6.7280734666666667","286000000000.00000000","715000000000.00000000","715000000000.00000000","158888888888.88888889","6631206.700000000000","16578016.750000000000","16578016.750000000000","3684003.722222222222"
"France 2016","2016","21","55","20","96","121.857823","2470000000000","66724104","5.8027534761904762","2.2155967818181818","6.0928911500000000","1.2693523229166667","117619047619.04761905","44909090909.09090909","123500000000.00000000","25729166666.66666667","3177338.285714285714","1213165.527272727273","3336205.200000000000","695042.750000000000"
"Gabon 2012","2012","0","1","0","1","7.128129002","17170464016","1836705",NULL,"7.1281290020000000",NULL,"7.1281290020000000",NULL,"17170464016.00000000",NULL,"17170464016.00000000",NULL,"1836705.000000000000",NULL,"1836705.000000000000"
"Georgia 1996","1996","2","0","0","2","78.58390776","3095047604","4491699","39.2919538800000000",NULL,NULL,"39.2919538800000000","1547523802.00000000",NULL,NULL,"1547523802.00000000","2245849.500000000000",NULL,NULL,"2245849.500000000000"
"Georgia 2000","2000","6","0","0","6","71.33088981","3057475335","4077131","11.8884816350000000",NULL,NULL,"11.8884816350000000","509579222.50000000",NULL,NULL,"509579222.50000000","679521.833333333333",NULL,NULL,"679521.833333333333"
"Georgia 2004","2004","0","2","2","4","68.71024179","5125365192","3927340",NULL,"34.3551208950000000","34.3551208950000000","17.1775604475000000",NULL,"2562682596.00000000","2562682596.00000000","1281341298.00000000",NULL,"1963670.000000000000","1963670.000000000000","981835.000000000000"
"Georgia 2008","2008","3","0","3","6","67.33001505","12795145131","3848449","22.4433383500000000",NULL,"22.4433383500000000","11.2216691750000000","4265048377.00000000",NULL,"4265048377.00000000","2132524188.50000000","1282816.333333333333",NULL,"1282816.333333333333","641408.166666666667"
"Georgia 2012","2012","3","3","1","7","65.23800693","16488822461","3728874","21.7460023100000000","21.7460023100000000","65.2380069300000000","9.3197152757142857","5496274153.66666667","5496274153.66666667","16488822461.00000000","2355546065.85714286","1242958.000000000000","1242958.000000000000","3728874.000000000000","532696.285714285714"
"Georgia 2016","2016","4","1","2","7","65.21405578","15141598623","3727505","16.3035139450000000","65.2140557800000000","32.6070278900000000","9.3162936828571429","3785399655.75000000","15141598623.00000000","7570799311.50000000","2163085517.57142857","931876.250000000000","3727505.000000000000","1863752.500000000000","532500.714285714286"
"Germany 1972","1972","112","88","83","283","225.3843898","300000000000","78688452","2.0123606232142857","2.5611862477272727","2.7154745759036145","0.79641127137809187279","2678571428.57142857","3409090909.09090909","3614457831.32530120","1060070671.37809187","702575.464285714286","894186.954545454545","948053.638554216867","278051.067137809187"
"Germany 1976","1976","111","89","137","337","224.3775957","520000000000","78336950","2.0214197810810811","2.5210965808988764","1.6377926693430657","0.66580888931750741840","4684684684.68468468","5842696629.21348315","3795620437.95620438","1543026706.23145401","705738.288288288288","880190.449438202247","571802.554744525547","232453.857566765579"
"Germany 1980","1980","79","101","131","311","224.2390399","950000000000","78288576","2.8384688594936709","2.2201885138613861","1.7117483961832061","0.72102585176848874598","12025316455.69620253","9405940594.05940594","7251908396.94656489","3054662379.42122186","990994.632911392405","775134.415841584158","597622.717557251908","251731.755627009646"
"Germany 1984","1984","64","89","46","199","223.0077192","725000000000","77858685","3.4844956125000000","2.5057047101123596","4.8479938956521739","1.1206418050251256","11328125000.00000000","8146067415.73033708","15760869565.21739130","3643216080.40201005","1216541.953125000000","874816.685393258427","1692580.108695652174","391249.673366834171"
"Germany 1988","1988","104","113","125","342","223.8267092","1400000000000","78144619","2.1521798961538462","1.9807673380530973","1.7906136736000000","0.65446406198830409357","13461538461.53846154","12389380530.97345133","11200000000.00000000","4093567251.46198830","751390.567307692308","691545.300884955752","625156.952000000000","228493.038011695906"
"Germany 1992","1992","67","74","95","236","230.9300203","2130000000000","80624598","3.4467167208955224","3.1206759500000000","2.4308423189473684","0.97851703516949152542","31791044776.11940299","28783783783.78378378","22421052631.57894737","9025423728.81355932","1203352.208955223881","1089521.594594594595","848679.978947368421","341629.652542372881"
"Germany 1994","1994","12","10","18","40","233.2741772","2210000000000","81438348","19.4395147666666667","23.3274177200000000","12.9596765111111111","5.8318544300000000","184166666666.66666667","221000000000.00000000","122777777777.77777778","55250000000.00000000","6786529.000000000000","8143834.800000000000","4524352.666666666667","2035958.700000000000"
"Germany 1996","1996","47","35","42","124","234.6524707","2500000000000","81914831","4.9926057595744681","6.7043563057142857","5.5869635880952381","1.8923586346774194","53191489361.70212766","71428571428.57142857","59523809523.80952381","20161290322.58064516","1742868.744680851064","2340423.742857142857","1950353.119047619048","660603.475806451613"
"Germany 1998","1998","10","12","22","44","235.0787777","2240000000000","82047195","23.5078777700000000","19.5898981416666667","10.6853989863636364","5.3426994931818182","224000000000.00000000","186666666666.66666667","101818181818.18181818","50909090909.09090909","8204719.500000000000","6837266.250000000000","3729417.954545454545","1864708.977272727273"
"Germany 2000","2000","64","23","31","118","235.5968133","1950000000000","82211508","3.6812002078125000","10.2433397086956522","7.5998972032258065","1.9965831635593220","30468750000.00000000","84782608695.65217391","62903225806.45161290","16525423728.81355932","1284554.812500000000","3574413.391304347826","2651984.129032258065","696707.694915254237"
"Germany 2002","2002","12","23","26","61","236.4515708","2080000000000","82488495","19.7042975666666667","10.2805030782608696","9.0942911846153846","3.8762552590163934","173333333333.33333333","90434782608.69565217","80000000000.00000000","34098360655.73770492","6874041.250000000000","3586456.304347826087","3172634.423076923077","1352270.409836065574"
"Germany 2004","2004","63","45","41","149","236.5921954","2810000000000","82516260","3.7554316730158730","5.2576043422222222","5.7705413512195122","1.5878670832214765","44603174603.17460317","62444444444.44444444","68536585365.85365854","18859060402.68456376","1309781.904761904762","1833694.666666666667","2012591.707317073171","553800.402684563758"
"Germany 2006","2006","6","25","23","54","236.2251979","2990000000000","82376451","39.3708663166666667","9.4490079160000000","10.2706607782608696","4.3745407018518519","498333333333.33333333","119600000000.00000000","130000000000.00000000","55370370370.37037037","13729408.500000000000","3295058.040000000000","3581584.826086956522","1525489.833333333333"
"Germany 2008","2008","41","16","42","99","235.5221782","3750000000000","82110097","5.7444433707317073","14.7201361375000000","5.6076709095238095","2.3790119010101010","91463414634.14634146","234375000000.00000000","89285714285.71428571","37878787878.78787879","2002685.292682926829","5131881.062500000000","1955002.309523809524","829394.919191919192"
"Germany 2010","2010","15","24","15","54","234.6069082","3400000000000","81776930","15.6404605466666667","9.7752878416666667","15.6404605466666667","4.3445723740740741","226666666666.66666667","141666666666.66666667","226666666666.66666667","62962962962.96296296","5451795.333333333333","3407372.083333333333","5451795.333333333333","1514387.592592592593"
"Germany 2012","2012","22","27","45","94","230.7506255","3530000000000","80425823","10.4886647954545455","8.5463194629629630","5.1277916777777778","2.4547938882978723","160454545454.54545455","130740740740.74074074","78444444444.44444444","37553191489.36170213","3655719.227272727273","2978734.185185185185","1787240.511111111111","855593.861702127660"
"Germany 2014","2014","9","12","15","36","232.1080539","3890000000000","80982500","25.7897837666666667","19.3423378250000000","15.4738702600000000","6.4474459416666667","432222222222.22222222","324166666666.66666667","259333333333.33333333","108055555555.55555556","8998055.555555555556","6748541.666666666667","5398833.333333333333","2249513.888888888889"
"Germany 2016","2016","67","43","49","159","235.7129294","3470000000000","82348669","3.5181034238805970","5.4816960325581395","4.8104679469387755","1.4824712540880503","51791044776.11940299","80697674418.60465116","70816326530.61224490","21823899371.06918239","1229084.611940298507","1915085.325581395349","1680585.081632653061","517916.157232704403"
